produc_id,product_name,cat_id,netto,brutto,accessories
F05-35514,Z 355 G.4EA R,224,922.0,1134.06,"EHRR35506030,EHRR35506030,EHRR35506033,EHRR35506033,EHRR35506031,EHRR35506031,EHRR35506032,EHRR35506032,EHRR35509030,EHRR35509030,EHRR35509033,EHRR35509033,EHRR35509031,EHRR35509031,EHRR35509032,EHRR35509032,EHRR35515030,EHRR35515030,EHRR35515033,EHRR35515033,EHRR35515031,EHRR35515031,EHRR35515032,EHRR35515032,H80-00230,H80-00230,H55-00073,H55-00073,H55-00049,H55-00049,H55-00055,H55-00055,H55-00068,H55-00068,P50-35500,P50-35500,F11-35506,F11-35506,F13-35500,F13-35500,F10-35500,F10-35500,F11-35503,F11-35503,F11-35502,F11-35502,F60-35500,F60-35500,V00-35000,V00-35000"
F05-40009,Z 400.5FA R1,224,,,"EHRR40003020,EHRR40003020,EHRR40003023,EHRR40003023,EHRR40003021,EHRR40003021,EHRR40003022,EHRR40003022,EHRR40005020,EHRR40005020,EHRR40005023,EHRR40005023,EHRR40005021,EHRR40005021,EHRR40005022,EHRR40005022,EHRR40006020,EHRR40006020,EHRR40006023,EHRR40006023,EHRR40006021,EHRR40006021,EHRR40006022,EHRR40006022,EHRR40006030,EHRR40006030,EHRR40006033,EHRR40006033,EHRR40006031,EHRR40006031,EHRR40006032,EHRR40006032,EHRR40009030,EHRR40009030,EHRR40009033,EHRR40009033,EHRR40009031,EHRR40009031,EHRR40009032,EHRR40009032,EHRR40012030,EHRR40012030,EHRR40012033,EHRR40012033,EHRR40012031,EHRR40012031,EHRR40012032,EHRR40012032,EHRR40015030,EHRR40015030,EHRR40015033,EHRR40015033,EHRR40015031,EHRR40015031,EHRR40015032,EHRR40015032,ETY-0-25-AT,ETY-0-25-AT,H80-00230,H80-00230,H80-22001,H80-22001,H50-03200,H50-03200,H90-03000,H90-03000,H10-03200,H10-03200,H10-03210,H10-03210,W11-30000,W11-30000,H70-03500,H70-03500,P50-40000,P50-40000,F11-40006,F11-40006,F13-40000,F13-40000,F10-40000,F10-40000,F11-40003,F11-40003,F11-40002,F11-40002,F60-40000,F60-40000,V00-40000,V00-40000"
F05-40014,Z 400 G.4EA R,224,939.0,1154.97,"EHRR40003020,EHRR40003020,EHRR40003023,EHRR40003023,EHRR40003021,EHRR40003021,EHRR40003022,EHRR40003022,EHRR40005020,EHRR40005020,EHRR40005023,EHRR40005023,EHRR40005021,EHRR40005021,EHRR40005022,EHRR40005022,EHRR40006020,EHRR40006020,EHRR40006023,EHRR40006023,EHRR40006021,EHRR40006021,EHRR40006022,EHRR40006022,EHRR40006030,EHRR40006030,EHRR40006033,EHRR40006033,EHRR40006031,EHRR40006031,EHRR40006032,EHRR40006032,EHRR40009030,EHRR40009030,EHRR40009033,EHRR40009033,EHRR40009031,EHRR40009031,EHRR40009032,EHRR40009032,EHRR40012030,EHRR40012030,EHRR40012033,EHRR40012033,EHRR40012031,EHRR40012031,EHRR40012032,EHRR40012032,EHRR40015030,EHRR40015030,EHRR40015033,EHRR40015033,EHRR40015031,EHRR40015031,EHRR40015032,EHRR40015032,H80-00230,H80-00230,H55-00073,H55-00073,H55-00049,H55-00049,H55-00055,H55-00055,H55-00068,H55-00068,P50-40000,P50-40000,F11-40006,F11-40006,F13-40000,F13-40000,F10-40000,F10-40000,F11-40003,F11-40003,F11-40002,F11-40002,F60-40000,F60-40000,V00-40000,V00-40000"
F05-16018,Z 160 U G,225,576.0,708.48,"EHRR16000910,EHRR16000910,EHRR16000913,EHRR16000913,EHRR16000911,EHRR16000911,EHRR16000912,EHRR16000912,EHRR16001210,EHRR16001210,EHRR16001213,EHRR16001213,EHRR16001211,EHRR16001211,EHRR16001212,EHRR16001212,EHRR16002010,EHRR16002010,EHRR16002013,EHRR16002013,EHRR16002011,EHRR16002011,EHRR16002012,EHRR16002012,EHRR16002410,EHRR16002410,EHRR16002413,EHRR16002413,EHRR16002411,EHRR16002411,EHRR16002412,EHRR16002412,EHRR16003020,EHRR16003020,EHRR16003023,EHRR16003023,EHRR16003021,EHRR16003021,EHRR16003022,EHRR16003022,EHRR16005020,EHRR16005020,EHRR16005023,EHRR16005023,EHRR16005021,EHRR16005021,EHRR16005022,EHRR16005022,EHRR16006020,EHRR16006020,EHRR16006023,EHRR16006023,EHRR16006021,EHRR16006021,EHRR16006022,EHRR16006022,EHRR16006030,EHRR16006030,EHRR16006033,EHRR16006033,EHRR16006031,EHRR16006031,EHRR16006032,EHRR16006032,H80-00230,H80-00230,H55-00049,H55-00049,H55-00055,H55-00055,H55-00068,H55-00068,P50-16000,P50-16000,F11-16006,F11-16006,F13-16000,F13-16000,F10-16000,F10-16000,F11-16003,F11-16003,F11-16002,F11-16002,F60-16000,F60-16000,V00-15000,V00-15000"
D80-20070,EKAD 200-4 Ex,227,578.0,710.94,"H80-00034,H80-00034,H80-00145,H80-00145,H80-38033,H80-38033,H00-01208,H00-01208,H15-01208,H15-01208,W11-30001,W11-30001,H60-01000,H60-01000,I30-20000,I30-20000,I00-20000,I00-20000,D20-40201,D20-40201"
D80-22571,EKAD 225-4 Ex,227,670.0,824.1,"H80-00034,H80-00034,H80-00145,H80-00145,H80-38033,H80-38033,H00-01208,H00-01208,H15-01208,H15-01208,W11-30001,W11-30001,H60-01000,H60-01000,I30-22501,I30-22501,I00-22502,I00-22502,D20-50251,D20-50251"
D80-25071,EKAD 250-4 Ex,227,735.0,904.05,"H80-00034,H80-00034,H80-00145,H80-00145,H80-38033,H80-38033,H00-03008,H00-03008,H15-03008,H15-03008,W11-30001,W11-30001,H60-03000,H60-03000,I30-25001,I30-25001,I00-25002,I00-25002,D20-50301,D20-50301"
D80-28072,EKAD 280-4 Ex,227,845.0,1039.35,"H80-00034,H80-00034,H80-00145,H80-00145,H80-38033,H80-38033,H00-03008,H00-03008,H15-03008,H15-03008,W11-30001,W11-30001,H60-03000,H60-03000,I30-28001,I30-28001,I00-28002,I00-28002,D20-60301,D20-60301"
D80-28073,EKAD 280-6 Ex,227,783.0,963.09,"H80-00034,H80-00034,H80-00145,H80-00145,H80-38033,H80-38033,H00-01208,H00-01208,H15-01208,H15-01208,W11-30001,W11-30001,H60-01000,H60-01000,I30-28001,I30-28001,I00-28002,I00-28002,D20-60301,D20-60301"
D80-31573,EKAD 315-6 Ex,227,888.0,1092.24,"H80-00034,H80-00034,H80-00145,H80-00145,H80-38033,H80-38033,H00-03008,H00-03008,H15-03008,H15-03008,W11-30001,W11-30001,H60-03000,H60-03000,I30-31501,I30-31501,I00-31502,I00-31502,D20-60351,D20-60351"
D80-31574,EKAD 315-4 Ex,227,965.0,1186.95,"H80-00034,H80-00034,H80-00145,H80-00145,H80-38033,H80-38033,H00-05008,H00-05008,H15-07008,H15-07008,W11-30001,W11-30001,H60-05000,H60-05000,I30-31501,I30-31501,I00-31502,I00-31502,D20-60351,D20-60351"
D80-35571,EKAD 355-6 Ex,227,1020.0,1254.6,"H80-00034,H80-00034,H80-00145,H80-00145,H80-38033,H80-38033,H00-03008,H00-03008,H15-03008,H15-03008,H60-03000,H60-03000,I30-35501,I30-35501,I00-35502,I00-35502,D20-70401,D20-70401"
D14-22500,KHAE 225-2.3CA W,228,291.0,357.93,"EHRK402006030,EHRK402006030,EHRK402006033,EHRK402006033,EHRK402006031,EHRK402006031,EHRK402006032,EHRK402006032,EHRK402009030,EHRK402009030,EHRK402009033,EHRK402009033,EHRK402009031,EHRK402009031,EHRK402009032,EHRK402009032,EHRK402012030,EHRK402012030,EHRK402012033,EHRK402012033,EHRK402012031,EHRK402012031,EHRK402012032,EHRK402012032,EHRK402015030,EHRK402015030,EHRK402015033,EHRK402015033,EHRK402015031,EHRK402015031,EHRK402015032,EHRK402015032,EHRK402021030,EHRK402021030,EHRK402021033,EHRK402021033,EHRK402021031,EHRK402021031,EHRK402021032,EHRK402021032,ETY-0-15-AT,ETY-0-15-AT,H80-00033,H80-00033,H50-01500,H50-01500,H90-01502,H90-01502,W11-30000,W11-30000,H70-01500,H70-01500,I30-20000,I30-20000,I00-20000,I00-20000,V21-10000,V21-10000,D20-40200,D20-40200,D22-40207,D22-40207,D22-40205,D22-40205,V10-20000,V10-20000"
D14-25001,KHAE 250-2.3EF W,228,337.0,414.51,"EHRK402006030,EHRK402006030,EHRK402006033,EHRK402006033,EHRK402006031,EHRK402006031,EHRK402006032,EHRK402006032,EHRK402009030,EHRK402009030,EHRK402009033,EHRK402009033,EHRK402009031,EHRK402009031,EHRK402009032,EHRK402009032,EHRK402012030,EHRK402012030,EHRK402012033,EHRK402012033,EHRK402012031,EHRK402012031,EHRK402012032,EHRK402012032,EHRK402015030,EHRK402015030,EHRK402015033,EHRK402015033,EHRK402015031,EHRK402015031,EHRK402015032,EHRK402015032,EHRK402021030,EHRK402021030,EHRK402021033,EHRK402021033,EHRK402021031,EHRK402021031,EHRK402021032,EHRK402021032,ETY-0-15-AT,ETY-0-15-AT,H80-00033,H80-00033,H50-01500,H50-01500,H90-01502,H90-01502,W11-30000,W11-30000,H70-01500,H70-01500,I30-20000,I30-20000,I00-20000,I00-20000,V21-10000,V21-10000,D20-40200,D20-40200,D22-40207,D22-40207,D22-40205,D22-40205,V10-20000,V10-20000"
D14-28001,KHAE 280-2.5DF W,228,500.0,615.0,"EHRK502506030,EHRK502506030,EHRK502506033,EHRK502506033,EHRK502506031,EHRK502506031,EHRK502506032,EHRK502506032,EHRK502509030,EHRK502509030,EHRK502509033,EHRK502509033,EHRK502509031,EHRK502509031,EHRK502509032,EHRK502509032,EHRK502512030,EHRK502512030,EHRK502512033,EHRK502512033,EHRK502512031,EHRK502512031,EHRK502512032,EHRK502512032,EHRK502515030,EHRK502515030,EHRK502515033,EHRK502515033,EHRK502515031,EHRK502515031,EHRK502515032,EHRK502515032,EHRK502521030,EHRK502521030,EHRK502521033,EHRK502521033,EHRK502521031,EHRK502521031,EHRK502521032,EHRK502521032,EHRK502524030,EHRK502524030,EHRK502524033,EHRK502524033,EHRK502524031,EHRK502524031,EHRK502524032,EHRK502524032,EHRK502536030,EHRK502536030,EHRK502536033,EHRK502536033,EHRK502536031,EHRK502536031,EHRK502536032,EHRK502536032,EHRK502545030,EHRK502545030,EHRK502545033,EHRK502545033,EHRK502545031,EHRK502545031,EHRK502545032,EHRK502545032,H80-00230,H80-00230,H80-22001,H80-22001,H50-05000,H50-05000,H90-05002,H90-05002,H10-05000,H10-05000,H10-05010,H10-05010,W11-30000,W11-30000,STL-0-50-AT,STL-0-50-AT,H70-05000,H70-05000,I30-22501,I30-22501,I00-22502,I00-22502,V21-10001,V21-10001,D20-50250,D20-50250,D22-50257,D22-50257,D22-50255,D22-50255,V10-22500,V10-22500"
D14-28011,KHAE 280-2.5DF WS,228,742.0,912.66,
D14-28052,KHAD 280-2.5DF W,228,559.0,687.57,"EHRK502506030,EHRK502506030,EHRK502506033,EHRK502506033,EHRK502506031,EHRK502506031,EHRK502506032,EHRK502506032,EHRK502509030,EHRK502509030,EHRK502509033,EHRK502509033,EHRK502509031,EHRK502509031,EHRK502509032,EHRK502509032,EHRK502512030,EHRK502512030,EHRK502512033,EHRK502512033,EHRK502512031,EHRK502512031,EHRK502512032,EHRK502512032,EHRK502515030,EHRK502515030,EHRK502515033,EHRK502515033,EHRK502515031,EHRK502515031,EHRK502515032,EHRK502515032,EHRK502521030,EHRK502521030,EHRK502521033,EHRK502521033,EHRK502521031,EHRK502521031,EHRK502521032,EHRK502521032,EHRK502524030,EHRK502524030,EHRK502524033,EHRK502524033,EHRK502524031,EHRK502524031,EHRK502524032,EHRK502524032,EHRK502536030,EHRK502536030,EHRK502536033,EHRK502536033,EHRK502536031,EHRK502536031,EHRK502536032,EHRK502536032,EHRK502545030,EHRK502545030,EHRK502545033,EHRK502545033,EHRK502545031,EHRK502545031,EHRK502545032,EHRK502545032,E800-0005T3,E800-0005T3,H80-00031,H80-00031,H80-38001,H80-38001,H00-01201,H00-01201,H00-01207,H00-01207,W11-30001,W11-30001,H60-01000,H60-01000,I30-22501,I30-22501,I00-22502,I00-22502,V21-10001,V21-10001,D20-50250,D20-50250,D22-50257,D22-50257,D22-50255,D22-50255,V10-22500,V10-22500"
D14-28062,KHAD 280-2.5DF WS,228,775.0,953.25,"EHRK502506030,EHRK502506030,EHRK502506033,EHRK502506033,EHRK502506031,EHRK502506031,EHRK502506032,EHRK502506032,EHRK502509030,EHRK502509030,EHRK502509033,EHRK502509033,EHRK502509031,EHRK502509031,EHRK502509032,EHRK502509032,EHRK502512030,EHRK502512030,EHRK502512033,EHRK502512033,EHRK502512031,EHRK502512031,EHRK502512032,EHRK502512032,EHRK502515030,EHRK502515030,EHRK502515033,EHRK502515033,EHRK502515031,EHRK502515031,EHRK502515032,EHRK502515032,EHRK502521030,EHRK502521030,EHRK502521033,EHRK502521033,EHRK502521031,EHRK502521031,EHRK502521032,EHRK502521032,EHRK502524030,EHRK502524030,EHRK502524033,EHRK502524033,EHRK502524031,EHRK502524031,EHRK502524032,EHRK502524032,EHRK502536030,EHRK502536030,EHRK502536033,EHRK502536033,EHRK502536031,EHRK502536031,EHRK502536032,EHRK502536032,EHRK502545030,EHRK502545030,EHRK502545033,EHRK502545033,EHRK502545031,EHRK502545031,EHRK502545032,EHRK502545032,E800-0005T3,E800-0005T3,H80-00031,H80-00031,H80-38001,H80-38001,H00-01201,H00-01201,H00-01207,H00-01207,W11-30001,W11-30001,H60-01000,H60-01000,I30-22501,I30-22501,I00-22502,I00-22502,V21-10001,V21-10001,D20-50250,D20-50250,D22-50257,D22-50257,D22-50255,D22-50255,V10-22500,V10-22500"
D14-31500,KHAE 315-4.4DA W,228,478.0,587.94,"EHRK502506030,EHRK502506030,EHRK502506033,EHRK502506033,EHRK502506031,EHRK502506031,EHRK502506032,EHRK502506032,EHRK502509030,EHRK502509030,EHRK502509033,EHRK502509033,EHRK502509031,EHRK502509031,EHRK502509032,EHRK502509032,EHRK502512030,EHRK502512030,EHRK502512033,EHRK502512033,EHRK502512031,EHRK502512031,EHRK502512032,EHRK502512032,EHRK502515030,EHRK502515030,EHRK502515033,EHRK502515033,EHRK502515031,EHRK502515031,EHRK502515032,EHRK502515032,EHRK502521030,EHRK502521030,EHRK502521033,EHRK502521033,EHRK502521031,EHRK502521031,EHRK502521032,EHRK502521032,EHRK502524030,EHRK502524030,EHRK502524033,EHRK502524033,EHRK502524031,EHRK502524031,EHRK502524032,EHRK502524032,EHRK502536030,EHRK502536030,EHRK502536033,EHRK502536033,EHRK502536031,EHRK502536031,EHRK502536032,EHRK502536032,EHRK502545030,EHRK502545030,EHRK502545033,EHRK502545033,EHRK502545031,EHRK502545031,EHRK502545032,EHRK502545032,ETY-0-15-AT,ETY-0-15-AT,H80-00033,H80-00033,H80-22001,H80-22001,H10-01500,H10-01500,H10-01510,H10-01510,W11-30000,W11-30000,H70-01500,H70-01500,I30-22501,I30-22501,I00-22502,I00-22502,V21-10001,V21-10001,D20-50250,D20-50250,D22-50257,D22-50257,D22-50255,D22-50255,V10-22500,V10-22500"
D14-31510,KHAE 315-4.4DA WS,228,689.0,847.47,"EHRK502506030,EHRK502506030,EHRK502506033,EHRK502506033,EHRK502506031,EHRK502506031,EHRK502506032,EHRK502506032,EHRK502509030,EHRK502509030,EHRK502509033,EHRK502509033,EHRK502509031,EHRK502509031,EHRK502509032,EHRK502509032,EHRK502512030,EHRK502512030,EHRK502512033,EHRK502512033,EHRK502512031,EHRK502512031,EHRK502512032,EHRK502512032,EHRK502515030,EHRK502515030,EHRK502515033,EHRK502515033,EHRK502515031,EHRK502515031,EHRK502515032,EHRK502515032,EHRK502521030,EHRK502521030,EHRK502521033,EHRK502521033,EHRK502521031,EHRK502521031,EHRK502521032,EHRK502521032,EHRK502524030,EHRK502524030,EHRK502524033,EHRK502524033,EHRK502524031,EHRK502524031,EHRK502524032,EHRK502524032,EHRK502536030,EHRK502536030,EHRK502536033,EHRK502536033,EHRK502536031,EHRK502536031,EHRK502536032,EHRK502536032,EHRK502545030,EHRK502545030,EHRK502545033,EHRK502545033,EHRK502545031,EHRK502545031,EHRK502545032,EHRK502545032,ETY-0-15-AT,ETY-0-15-AT,H80-00033,H80-00033,H80-22001,H80-22001,H10-01500,H10-01500,H10-01510,H10-01510,W11-30000,W11-30000,H70-01500,H70-01500,I30-22501,I30-22501,I00-22502,I00-22502,V21-10001,V21-10001,D20-50250,D20-50250,D22-50257,D22-50257,D22-50255,D22-50255,V10-22500,V10-22500"
D14-31550,KHAD 315-4.4DA W,228,487.0,599.01,"EHRK502506030,EHRK502506030,EHRK502506033,EHRK502506033,EHRK502506031,EHRK502506031,EHRK502506032,EHRK502506032,EHRK502509030,EHRK502509030,EHRK502509033,EHRK502509033,EHRK502509031,EHRK502509031,EHRK502509032,EHRK502509032,EHRK502512030,EHRK502512030,EHRK502512033,EHRK502512033,EHRK502512031,EHRK502512031,EHRK502512032,EHRK502512032,EHRK502515030,EHRK502515030,EHRK502515033,EHRK502515033,EHRK502515031,EHRK502515031,EHRK502515032,EHRK502515032,EHRK502521030,EHRK502521030,EHRK502521033,EHRK502521033,EHRK502521031,EHRK502521031,EHRK502521032,EHRK502521032,EHRK502524030,EHRK502524030,EHRK502524033,EHRK502524033,EHRK502524031,EHRK502524031,EHRK502524032,EHRK502524032,EHRK502536030,EHRK502536030,EHRK502536033,EHRK502536033,EHRK502536031,EHRK502536031,EHRK502536032,EHRK502536032,EHRK502545030,EHRK502545030,EHRK502545033,EHRK502545033,EHRK502545031,EHRK502545031,EHRK502545032,EHRK502545032,E800-0005T3,E800-0005T3,H80-00031,H80-00031,H80-38001,H80-38001,H00-01201,H00-01201,H00-01207,H00-01207,W11-30001,W11-30001,H60-01000,H60-01000,I30-22501,I30-22501,I00-22502,I00-22502,V21-10001,V21-10001,D20-50250,D20-50250,D22-50257,D22-50257,D22-50255,D22-50255,V10-22500,V10-22500"
D14-31560,KHAD 315-4.4DA WS,228,704.0,865.92,"EHRK502506030,EHRK502506030,EHRK502506033,EHRK502506033,EHRK502506031,EHRK502506031,EHRK502506032,EHRK502506032,EHRK502509030,EHRK502509030,EHRK502509033,EHRK502509033,EHRK502509031,EHRK502509031,EHRK502509032,EHRK502509032,EHRK502512030,EHRK502512030,EHRK502512033,EHRK502512033,EHRK502512031,EHRK502512031,EHRK502512032,EHRK502512032,EHRK502515030,EHRK502515030,EHRK502515033,EHRK502515033,EHRK502515031,EHRK502515031,EHRK502515032,EHRK502515032,EHRK502521030,EHRK502521030,EHRK502521033,EHRK502521033,EHRK502521031,EHRK502521031,EHRK502521032,EHRK502521032,EHRK502524030,EHRK502524030,EHRK502524033,EHRK502524033,EHRK502524031,EHRK502524031,EHRK502524032,EHRK502524032,EHRK502536030,EHRK502536030,EHRK502536033,EHRK502536033,EHRK502536031,EHRK502536031,EHRK502536032,EHRK502536032,EHRK502545030,EHRK502545030,EHRK502545033,EHRK502545033,EHRK502545031,EHRK502545031,EHRK502545032,EHRK502545032,E800-0005T3,E800-0005T3,H80-00031,H80-00031,H80-38001,H80-38001,H00-01201,H00-01201,H00-01207,H00-01207,W11-30001,W11-30001,H60-01000,H60-01000,I30-22501,I30-22501,I00-22502,I00-22502,V21-10001,V21-10001,D20-50250,D20-50250,D22-50257,D22-50257,D22-50255,D22-50255,V10-22500,V10-22500"
D14-35500,KHAE 355-4.4FF W,228,605.0,744.15,"EHRK603509030,EHRK603509030,EHRK603509033,EHRK603509033,EHRK603509031,EHRK603509031,EHRK603509032,EHRK603509032,EHRK603512030,EHRK603512030,EHRK603512033,EHRK603512033,EHRK603512031,EHRK603512031,EHRK603512032,EHRK603512032,EHRK603515030,EHRK603515030,EHRK603515033,EHRK603515033,EHRK603515031,EHRK603515031,EHRK603515032,EHRK603515032,EHRK603518030,EHRK603518030,EHRK603518033,EHRK603518033,EHRK603518031,EHRK603518031,EHRK603518032,EHRK603518032,EHRK603521030,EHRK603521030,EHRK603521033,EHRK603521033,EHRK603521031,EHRK603521031,EHRK603521032,EHRK603521032,EHRK603524030,EHRK603524030,EHRK603524033,EHRK603524033,EHRK603524031,EHRK603524031,EHRK603524032,EHRK603524032,EHRK603527030,EHRK603527030,EHRK603527033,EHRK603527033,EHRK603527031,EHRK603527031,EHRK603527032,EHRK603527032,EHRK603530030,EHRK603530030,EHRK603530033,EHRK603530033,EHRK603530031,EHRK603530031,EHRK603530032,EHRK603530032,EHRK603533030,EHRK603533030,EHRK603533033,EHRK603533033,EHRK603533031,EHRK603533031,EHRK603533032,EHRK603533032,EHRK603536030,EHRK603536030,EHRK603536033,EHRK603536033,EHRK603536031,EHRK603536031,EHRK603536032,EHRK603536032,EHRK603542030,EHRK603542030,EHRK603542033,EHRK603542033,EHRK603542031,EHRK603542031,EHRK603542032,EHRK603542032,EHRK603545030,EHRK603545030,EHRK603545033,EHRK603545033,EHRK603545031,EHRK603545031,EHRK603545032,EHRK603545032,H80-00230,H80-00230,H80-22001,H80-22001,H10-03200,H10-03200,H10-03210,H10-03210,W11-30000,W11-30000,STL-0-50-AT,STL-0-50-AT,H70-03500,H70-03500,I30-31501,I30-31501,I00-31502,I00-31502,V21-10004,V21-10004,D20-60350,D20-60350,D22-60357,D22-60357,D22-60355,D22-60355,V10-31500,V10-31500"
D14-35510,KHAE 355-4.4FF WS,228,918.0,1129.14,"EHRK603509030,EHRK603509030,EHRK603509033,EHRK603509033,EHRK603509031,EHRK603509031,EHRK603509032,EHRK603509032,EHRK603512030,EHRK603512030,EHRK603512033,EHRK603512033,EHRK603512031,EHRK603512031,EHRK603512032,EHRK603512032,EHRK603515030,EHRK603515030,EHRK603515033,EHRK603515033,EHRK603515031,EHRK603515031,EHRK603515032,EHRK603515032,EHRK603518030,EHRK603518030,EHRK603518033,EHRK603518033,EHRK603518031,EHRK603518031,EHRK603518032,EHRK603518032,EHRK603521030,EHRK603521030,EHRK603521033,EHRK603521033,EHRK603521031,EHRK603521031,EHRK603521032,EHRK603521032,EHRK603524030,EHRK603524030,EHRK603524033,EHRK603524033,EHRK603524031,EHRK603524031,EHRK603524032,EHRK603524032,EHRK603527030,EHRK603527030,EHRK603527033,EHRK603527033,EHRK603527031,EHRK603527031,EHRK603527032,EHRK603527032,EHRK603530030,EHRK603530030,EHRK603530033,EHRK603530033,EHRK603530031,EHRK603530031,EHRK603530032,EHRK603530032,EHRK603533030,EHRK603533030,EHRK603533033,EHRK603533033,EHRK603533031,EHRK603533031,EHRK603533032,EHRK603533032,EHRK603536030,EHRK603536030,EHRK603536033,EHRK603536033,EHRK603536031,EHRK603536031,EHRK603536032,EHRK603536032,EHRK603542030,EHRK603542030,EHRK603542033,EHRK603542033,EHRK603542031,EHRK603542031,EHRK603542032,EHRK603542032,EHRK603545030,EHRK603545030,EHRK603545033,EHRK603545033,EHRK603545031,EHRK603545031,EHRK603545032,EHRK603545032,H80-00230,H80-00230,H80-22001,H80-22001,H10-03200,H10-03200,H10-03210,H10-03210,W11-30000,W11-30000,STL-0-50-AT,STL-0-50-AT,H70-03500,H70-03500,I30-31501,I30-31501,I00-31502,I00-31502,V21-10004,V21-10004,D20-60350,D20-60350,D22-60357,D22-60357,D22-60355,D22-60355,V10-31500,V10-31500"
D14-35550,KHAD 355-4.4EC W,228,610.0,750.3,"EHRK603509030,EHRK603509030,EHRK603509033,EHRK603509033,EHRK603509031,EHRK603509031,EHRK603509032,EHRK603509032,EHRK603512030,EHRK603512030,EHRK603512033,EHRK603512033,EHRK603512031,EHRK603512031,EHRK603512032,EHRK603512032,EHRK603515030,EHRK603515030,EHRK603515033,EHRK603515033,EHRK603515031,EHRK603515031,EHRK603515032,EHRK603515032,EHRK603518030,EHRK603518030,EHRK603518033,EHRK603518033,EHRK603518031,EHRK603518031,EHRK603518032,EHRK603518032,EHRK603521030,EHRK603521030,EHRK603521033,EHRK603521033,EHRK603521031,EHRK603521031,EHRK603521032,EHRK603521032,EHRK603524030,EHRK603524030,EHRK603524033,EHRK603524033,EHRK603524031,EHRK603524031,EHRK603524032,EHRK603524032,EHRK603527030,EHRK603527030,EHRK603527033,EHRK603527033,EHRK603527031,EHRK603527031,EHRK603527032,EHRK603527032,EHRK603530030,EHRK603530030,EHRK603530033,EHRK603530033,EHRK603530031,EHRK603530031,EHRK603530032,EHRK603530032,EHRK603533030,EHRK603533030,EHRK603533033,EHRK603533033,EHRK603533031,EHRK603533031,EHRK603533032,EHRK603533032,EHRK603536030,EHRK603536030,EHRK603536033,EHRK603536033,EHRK603536031,EHRK603536031,EHRK603536032,EHRK603536032,EHRK603542030,EHRK603542030,EHRK603542033,EHRK603542033,EHRK603542031,EHRK603542031,EHRK603542032,EHRK603542032,EHRK603545030,EHRK603545030,EHRK603545033,EHRK603545033,EHRK603545031,EHRK603545031,EHRK603545032,EHRK603545032,E800-0005T3,E800-0005T3,H80-00031,H80-00031,H80-38001,H80-38001,H00-01201,H00-01201,H00-01207,H00-01207,W11-30001,W11-30001,H60-01000,H60-01000,I30-31501,I30-31501,I00-31502,I00-31502,V21-10004,V21-10004,D20-60350,D20-60350,D22-60357,D22-60357,D22-60355,D22-60355,V10-31500,V10-31500"
D14-35560,KHAD 355-4.4EC WS,228,920.0,1131.6,"EHRK603509030,EHRK603509030,EHRK603509033,EHRK603509033,EHRK603509031,EHRK603509031,EHRK603509032,EHRK603509032,EHRK603512030,EHRK603512030,EHRK603512033,EHRK603512033,EHRK603512031,EHRK603512031,EHRK603512032,EHRK603512032,EHRK603515030,EHRK603515030,EHRK603515033,EHRK603515033,EHRK603515031,EHRK603515031,EHRK603515032,EHRK603515032,EHRK603518030,EHRK603518030,EHRK603518033,EHRK603518033,EHRK603518031,EHRK603518031,EHRK603518032,EHRK603518032,EHRK603521030,EHRK603521030,EHRK603521033,EHRK603521033,EHRK603521031,EHRK603521031,EHRK603521032,EHRK603521032,EHRK603524030,EHRK603524030,EHRK603524033,EHRK603524033,EHRK603524031,EHRK603524031,EHRK603524032,EHRK603524032,EHRK603527030,EHRK603527030,EHRK603527033,EHRK603527033,EHRK603527031,EHRK603527031,EHRK603527032,EHRK603527032,EHRK603530030,EHRK603530030,EHRK603530033,EHRK603530033,EHRK603530031,EHRK603530031,EHRK603530032,EHRK603530032,EHRK603533030,EHRK603533030,EHRK603533033,EHRK603533033,EHRK603533031,EHRK603533031,EHRK603533032,EHRK603533032,EHRK603536030,EHRK603536030,EHRK603536033,EHRK603536033,EHRK603536031,EHRK603536031,EHRK603536032,EHRK603536032,EHRK603542030,EHRK603542030,EHRK603542033,EHRK603542033,EHRK603542031,EHRK603542031,EHRK603542032,EHRK603542032,EHRK603545030,EHRK603545030,EHRK603545033,EHRK603545033,EHRK603545031,EHRK603545031,EHRK603545032,EHRK603545032,E800-0005T3,E800-0005T3,H80-00031,H80-00031,H80-38001,H80-38001,H00-01201,H00-01201,H00-01207,H00-01207,W11-30001,W11-30001,H60-01000,H60-01000,I30-31501,I30-31501,I00-31502,I00-31502,V21-10004,V21-10004,D20-60350,D20-60350,D22-60357,D22-60357,D22-60355,D22-60355,V10-31500,V10-31500"
